RespID,task_fg,chosen,age_group,educ,ml,prog,soft,lead,ai_framing,job_role
63,312,0,31-40,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_High,high,manager
63,313,1,31-40,PhD,ml_Basic,prog_Basic,soft_Medium,lead_High,high,manager
63,313,0,21-30,PhD,ml_None,prog_None,soft_Low,lead_Medium,high,manager
63,314,1,41-50,Master's,ml_None,prog_Advanced,soft_Low,lead_Medium,high,manager
63,314,0,51-60,Bachelor's,ml_None,prog_None,soft_Medium,lead_Low,high,manager
63,315,0,31-40,Master's,ml_Basic,prog_Basic,soft_Low,lead_Low,high,manager
63,315,1,41-50,Master's,ml_Basic,prog_Advanced,soft_High,lead_Medium,high,manager
64,316,1,51-60,PhD,ml_None,prog_None,soft_High,lead_Low,high,manager
64,316,0,21-30,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_Low,high,manager
64,317,0,51-60,Master's,ml_None,prog_Basic,soft_High,lead_Low,high,manager
64,317,1,21-30,PhD,ml_None,prog_Basic,soft_Medium,lead_High,high,manager
64,318,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_High,high,manager
64,318,0,31-40,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_Medium,high,manager
64,319,1,31-40,Master's,ml_None,prog_Basic,soft_Medium,lead_Medium,high,manager
64,319,0,51-60,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_Medium,high,manager
64,320,0,41-50,Master's,ml_None,prog_Intermediate,soft_Low,lead_Low,high,manager
64,320,1,21-30,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,high,manager
65,321,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,high,analyst
65,321,0,21-30,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,high,analyst
65,322,1,21-30,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_Low,high,analyst
65,322,0,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_High,high,analyst
65,323,1,21-30,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,high,analyst
65,323,0,51-60,Master's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,high,analyst
65,324,1,51-60,Master's,ml_Basic,prog_Advanced,soft_Low,lead_High,high,analyst
65,324,0,31-40,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_High,high,analyst
65,325,1,41-50,Master's,ml_None,prog_Intermediate,soft_Low,lead_Low,high,analyst
65,325,0,31-40,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,high,analyst
66,326,1,31-40,PhD,ml_Basic,prog_Basic,soft_Low,lead_High,low,manager
66,326,0,51-60,Master's,ml_None,prog_Advanced,soft_Low,lead_High,low,manager
66,327,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,manager
66,327,0,21-30,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_Low,low,manager
66,328,1,41-50,PhD,ml_None,prog_Basic,soft_High,lead_Low,low,manager
66,328,0,41-50,Master's,ml_None,prog_None,soft_Low,lead_High,low,manager
66,329,0,51-60,Bachelor's,ml_None,prog_Advanced,soft_High,lead_Low,low,manager
66,329,1,41-50,Master's,ml_None,prog_Intermediate,soft_High,lead_Medium,low,manager
66,330,1,31-40,PhD,ml_Basic,prog_Basic,soft_High,lead_High,low,manager
66,330,0,51-60,Master's,ml_None,prog_Basic,soft_Medium,lead_Low,low,manager
67,331,0,21-30,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_Low,low,manager
67,331,1,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_High,low,manager
67,332,0,21-30,Master's,ml_None,prog_None,soft_High,lead_Low,low,manager
67,332,1,21-30,Master's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Low,low,manager
67,333,0,31-40,Bachelor's,ml_None,prog_Basic,soft_High,lead_Medium,low,manager
67,333,1,51-60,PhD,ml_None,prog_None,soft_Low,lead_High,low,manager
67,334,0,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,low,manager
67,334,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_High,low,manager
67,335,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Medium,low,manager
67,335,0,21-30,PhD,ml_Basic,prog_Basic,soft_Low,lead_Medium,low,manager
68,336,0,51-60,Master's,ml_None,prog_Basic,soft_Low,lead_Low,high,analyst
68,336,1,51-60,PhD,ml_None,prog_Intermediate,soft_High,lead_Medium,high,analyst
68,337,1,31-40,Master's,ml_Basic,prog_Basic,soft_Medium,lead_Low,high,analyst
68,337,0,51-60,PhD,ml_None,prog_None,soft_Medium,lead_Medium,high,analyst
68,338,1,21-30,PhD,ml_None,prog_Basic,soft_High,lead_Medium,high,analyst
68,338,0,51-60,Master's,ml_None,prog_None,soft_High,lead_High,high,analyst
68,339,1,51-60,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_High,high,analyst
68,339,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_High,high,analyst
68,340,1,41-50,Master's,ml_Basic,prog_Basic,soft_Medium,lead_High,high,analyst
68,340,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,high,analyst
69,341,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,manager
69,341,1,41-50,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_Medium,low,manager
69,342,0,31-40,Bachelor's,ml_None,prog_None,soft_High,lead_Low,low,manager
69,342,1,31-40,PhD,ml_Basic,prog_Basic,soft_Low,lead_High,low,manager
69,343,1,41-50,Master's,ml_None,prog_Intermediate,soft_High,lead_High,low,manager
69,343,0,21-30,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_High,low,manager
69,344,0,21-30,Master's,ml_None,prog_Intermediate,soft_High,lead_High,low,manager
69,344,1,21-30,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,low,manager
69,345,0,51-60,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Medium,low,manager
69,345,1,31-40,PhD,ml_None,prog_Advanced,soft_Medium,lead_High,low,manager
70,346,1,41-50,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,manager
70,346,0,31-40,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Low,low,manager
70,347,0,21-30,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Low,low,manager
70,347,1,41-50,PhD,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,manager
70,348,1,21-30,Master's,ml_None,prog_Basic,soft_High,lead_High,low,manager
70,348,0,41-50,PhD,ml_None,prog_Intermediate,soft_Medium,lead_High,low,manager
70,349,1,41-50,Master's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,manager
70,349,0,21-30,Master's,ml_None,prog_Advanced,soft_High,lead_Medium,low,manager
70,350,0,21-30,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,manager
70,350,1,31-40,PhD,ml_Basic,prog_Advanced,soft_High,lead_Low,low,manager
71,351,1,31-40,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,low,analyst
71,351,0,51-60,PhD,ml_None,prog_Intermediate,soft_Low,lead_Low,low,analyst
71,352,0,51-60,PhD,ml_None,prog_Basic,soft_High,lead_Medium,low,analyst
71,352,1,41-50,PhD,ml_None,prog_Basic,soft_High,lead_High,low,analyst
71,353,0,31-40,PhD,ml_None,prog_Intermediate,soft_High,lead_Medium,low,analyst
71,353,1,51-60,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,low,analyst
71,354,0,21-30,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,analyst
71,354,1,51-60,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_High,low,analyst
71,355,1,31-40,PhD,ml_None,prog_Basic,soft_Medium,lead_High,low,analyst
71,355,0,21-30,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_High,low,analyst
72,356,1,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,high,manager
72,356,0,31-40,Master's,ml_None,prog_None,soft_Low,lead_Medium,high,manager
72,357,0,21-30,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_Medium,high,manager
72,357,1,51-60,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,high,manager
72,358,1,31-40,Master's,ml_None,prog_Intermediate,soft_Medium,lead_High,high,manager
72,358,0,31-40,PhD,ml_None,prog_None,soft_Low,lead_Low,high,manager
72,359,0,51-60,Master's,ml_None,prog_None,soft_Low,lead_Low,high,manager
72,359,1,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
72,360,0,51-60,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_High,high,manager
72,360,1,31-40,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
73,361,1,21-30,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,high,manager
73,361,0,51-60,PhD,ml_None,prog_Intermediate,soft_Low,lead_Low,high,manager
73,362,0,51-60,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Low,high,manager
73,362,1,41-50,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
73,363,1,41-50,PhD,ml_Basic,prog_Intermediate,soft_High,lead_Medium,high,manager
73,363,0,41-50,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_Low,high,manager
73,364,0,31-40,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,high,manager
73,364,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,high,manager
73,365,1,51-60,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,high,manager
73,365,0,41-50,Master's,ml_None,prog_Intermediate,soft_Medium,lead_High,high,manager
74,366,0,31-40,PhD,ml_None,prog_None,soft_Low,lead_Low,high,manager
74,366,1,21-30,Bachelor's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,high,manager
74,367,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Low,high,manager
74,367,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_High,lead_High,high,manager
74,368,1,31-40,Master's,ml_Basic,prog_Basic,soft_High,lead_High,high,manager
74,368,0,31-40,PhD,ml_None,prog_Intermediate,soft_Medium,lead_High,high,manager
74,369,1,41-50,Bachelor's,ml_None,prog_Intermediate,soft_High,lead_High,high,manager
74,369,0,41-50,PhD,ml_None,prog_Basic,soft_Low,lead_High,high,manager
74,370,0,51-60,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_High,high,manager
74,370,1,31-40,Master's,ml_Intermediate,prog_Advanced,soft_Low,lead_High,high,manager
75,371,1,21-30,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,high,manager
75,371,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_Low,high,manager
75,372,0,21-30,PhD,ml_None,prog_None,soft_Medium,lead_Medium,high,manager
75,372,1,51-60,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,high,manager
75,373,0,21-30,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_Medium,high,manager
75,373,1,41-50,Bachelor's,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,high,manager
75,374,0,31-40,Master's,ml_Basic,prog_Basic,soft_Medium,lead_High,high,manager
75,374,1,31-40,PhD,ml_None,prog_None,soft_High,lead_Medium,high,manager
75,375,1,21-30,Master's,ml_Basic,prog_Basic,soft_Low,lead_High,high,manager
75,375,0,31-40,Master's,ml_Basic,prog_Basic,soft_Low,lead_Medium,high,manager
76,376,1,41-50,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,manager
76,376,0,31-40,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Low,low,manager
76,377,0,31-40,Master's,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,low,manager
76,377,1,51-60,PhD,ml_Basic,prog_Advanced,soft_High,lead_High,low,manager
76,378,0,21-30,PhD,ml_None,prog_Advanced,soft_Low,lead_Low,low,manager
76,378,1,51-60,PhD,ml_Advanced,prog_Advanced,soft_Low,lead_High,low,manager
76,379,1,41-50,Bachelor's,ml_Basic,prog_Basic,soft_High,lead_Medium,low,manager
76,379,0,41-50,PhD,ml_None,prog_Basic,soft_Low,lead_Low,low,manager
76,380,0,51-60,Master's,ml_None,prog_Advanced,soft_Low,lead_Low,low,manager
76,380,1,41-50,Master's,ml_Basic,prog_Basic,soft_Low,lead_High,low,manager
77,381,1,31-40,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_High,high,manager
77,381,0,51-60,PhD,ml_None,prog_None,soft_Low,lead_High,high,manager
77,382,0,31-40,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,high,manager
77,382,1,31-40,PhD,ml_None,prog_Advanced,soft_Medium,lead_Medium,high,manager
77,383,1,41-50,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,high,manager
77,383,0,31-40,PhD,ml_None,prog_Advanced,soft_Low,lead_High,high,manager
77,384,1,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_High,lead_High,high,manager
77,384,0,51-60,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_High,high,manager
77,385,1,41-50,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_Low,high,manager
77,385,0,31-40,PhD,ml_None,prog_Advanced,soft_High,lead_High,high,manager
78,386,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_High,low,analyst
78,386,0,41-50,Master's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,analyst
78,387,0,51-60,Master's,ml_None,prog_Basic,soft_High,lead_Medium,low,analyst
78,387,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_Medium,lead_Medium,low,analyst
78,388,1,21-30,Bachelor's,ml_None,prog_Intermediate,soft_High,lead_Medium,low,analyst
78,388,0,41-50,PhD,ml_Basic,prog_Basic,soft_Medium,lead_Low,low,analyst
78,389,0,31-40,Master's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,analyst
78,389,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_High,low,analyst
78,390,1,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,analyst
78,390,0,31-40,Bachelor's,ml_None,prog_Basic,soft_High,lead_Low,low,analyst
79,391,1,41-50,PhD,ml_None,prog_Intermediate,soft_Low,lead_High,low,manager
79,391,0,51-60,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,low,manager
79,392,1,51-60,Master's,ml_None,prog_Basic,soft_High,lead_Low,low,manager
79,392,0,41-50,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_Medium,low,manager
79,393,1,41-50,Bachelor's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,low,manager
79,393,0,31-40,Master's,ml_None,prog_Advanced,soft_High,lead_Low,low,manager
79,394,0,51-60,Bachelor's,ml_None,prog_None,soft_Low,lead_Low,low,manager
79,394,1,31-40,PhD,ml_Advanced,prog_Advanced,soft_Low,lead_High,low,manager
79,395,1,51-60,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,low,manager
79,395,0,41-50,Bachelor's,ml_Basic,prog_Intermediate,soft_High,lead_Low,low,manager
80,396,1,51-60,Master's,ml_Basic,prog_Advanced,soft_Low,lead_Low,high,manager
80,396,0,41-50,Bachelor's,ml_None,prog_Basic,soft_Low,lead_High,high,manager
80,397,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,high,manager
80,397,0,31-40,Master's,ml_None,prog_Intermediate,soft_High,lead_Medium,high,manager
80,398,1,31-40,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,high,manager
80,398,0,41-50,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_Low,high,manager
80,399,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,high,manager
80,399,0,21-30,Master's,ml_Basic,prog_Advanced,soft_High,lead_Low,high,manager
80,400,1,31-40,Bachelor's,ml_None,prog_None,soft_Low,lead_Low,high,manager
80,400,0,31-40,PhD,ml_None,prog_None,soft_Medium,lead_Medium,high,manager
81,401,0,31-40,Master's,ml_None,prog_Basic,soft_Low,lead_Medium,high,manager
81,401,1,21-30,PhD,ml_None,prog_Intermediate,soft_High,lead_High,high,manager
81,402,0,21-30,Master's,ml_None,prog_Advanced,soft_Medium,lead_High,high,manager
81,402,1,31-40,PhD,ml_Advanced,prog_Advanced,soft_High,lead_Low,high,manager
81,403,1,21-30,PhD,ml_Basic,prog_Advanced,soft_Low,lead_High,high,manager
81,403,0,41-50,Master's,ml_None,prog_Advanced,soft_High,lead_Low,high,manager
81,404,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_Low,lead_Medium,high,manager
81,404,0,51-60,Master's,ml_None,prog_Advanced,soft_Medium,lead_Medium,high,manager
81,405,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Low,lead_High,high,manager
81,405,0,21-30,Bachelor's,ml_None,prog_Advanced,soft_High,lead_Low,high,manager
82,406,0,41-50,Bachelor's,ml_None,prog_Basic,soft_Medium,lead_Low,low,analyst
82,406,1,51-60,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,low,analyst
82,407,0,21-30,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,low,analyst
82,407,1,21-30,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,low,analyst
82,408,1,41-50,PhD,ml_Intermediate,prog_Advanced,soft_High,lead_Medium,low,analyst
82,408,0,51-60,PhD,ml_None,prog_Basic,soft_Low,lead_Medium,low,analyst
82,409,1,41-50,Master's,ml_Basic,prog_Advanced,soft_High,lead_Medium,low,analyst
82,409,0,41-50,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_Low,low,analyst
82,410,1,41-50,PhD,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,analyst
82,410,0,31-40,Master's,ml_Intermediate,prog_Intermediate,soft_High,lead_High,low,analyst
83,411,1,31-40,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_Medium,low,analyst
83,411,0,21-30,Master's,ml_None,prog_None,soft_Low,lead_Medium,low,analyst
83,412,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,low,analyst
83,412,0,31-40,Master's,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,low,analyst
83,413,1,51-60,Master's,ml_Basic,prog_Basic,soft_Low,lead_Low,low,analyst
83,413,0,51-60,Master's,ml_None,prog_None,soft_Low,lead_High,low,analyst
83,414,1,41-50,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,low,analyst
83,414,0,31-40,PhD,ml_None,prog_Basic,soft_Medium,lead_Low,low,analyst
83,415,0,31-40,PhD,ml_None,prog_None,soft_Medium,lead_High,low,analyst
83,415,1,31-40,Bachelor's,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,analyst
84,416,0,31-40,Bachelor's,ml_Intermediate,prog_Intermediate,soft_High,lead_Low,low,analyst
84,416,1,41-50,PhD,ml_None,prog_Basic,soft_Low,lead_High,low,analyst
84,417,0,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,analyst
84,417,1,41-50,Bachelor's,ml_None,prog_Basic,soft_High,lead_High,low,analyst
84,418,1,31-40,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,low,analyst
84,418,0,41-50,Master's,ml_Advanced,prog_Advanced,soft_High,lead_High,low,analyst
84,419,1,41-50,PhD,ml_Basic,prog_Basic,soft_Low,lead_Low,low,analyst
84,419,0,41-50,Bachelor's,ml_None,prog_Advanced,soft_Low,lead_Medium,low,analyst
84,420,1,31-40,Bachelor's,ml_None,prog_Basic,soft_Low,lead_High,low,analyst
84,420,0,51-60,PhD,ml_Basic,prog_Intermediate,soft_Low,lead_High,low,analyst
85,421,1,41-50,Bachelor's,ml_None,prog_None,soft_High,lead_Medium,low,manager
85,421,0,51-60,PhD,ml_None,prog_Advanced,soft_Low,lead_Low,low,manager
85,422,1,21-30,Bachelor's,ml_None,prog_Intermediate,soft_High,lead_High,low,manager
85,422,0,41-50,PhD,ml_None,prog_Intermediate,soft_Low,lead_Low,low,manager
85,423,1,31-40,Bachelor's,ml_None,prog_Intermediate,soft_Low,lead_High,low,manager
85,423,0,41-50,Master's,ml_None,prog_Intermediate,soft_High,lead_Low,low,manager
85,424,1,31-40,Master's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,low,manager
85,424,0,41-50,Master's,ml_Intermediate,prog_Advanced,soft_High,lead_Low,low,manager
85,425,0,31-40,Master's,ml_None,prog_Basic,soft_Low,lead_Medium,low,manager
85,425,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_High,low,manager
86,426,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_Low,lead_Medium,low,manager
86,426,0,41-50,Master's,ml_Basic,prog_Basic,soft_High,lead_Low,low,manager
86,427,1,41-50,Master's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Low,low,manager
86,427,0,41-50,Bachelor's,ml_Basic,prog_Basic,soft_Low,lead_High,low,manager
86,428,1,31-40,Master's,ml_Basic,prog_Advanced,soft_High,lead_Low,low,manager
86,428,0,51-60,PhD,ml_None,prog_None,soft_Medium,lead_High,low,manager
86,429,1,21-30,Bachelor's,ml_Intermediate,prog_Intermediate,soft_Low,lead_Medium,low,manager
86,429,0,31-40,PhD,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,manager
86,430,0,31-40,Bachelor's,ml_None,prog_Advanced,soft_Medium,lead_High,low,manager
86,430,1,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,low,manager
87,431,1,51-60,PhD,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,high,manager
87,431,0,31-40,Master's,ml_None,prog_Basic,soft_High,lead_Low,high,manager
87,432,0,31-40,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Low,high,manager
87,432,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Medium,high,manager
87,433,1,41-50,Bachelor's,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,high,manager
87,433,0,31-40,Master's,ml_None,prog_None,soft_High,lead_High,high,manager
87,434,1,21-30,PhD,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,high,manager
87,434,0,51-60,Master's,ml_Basic,prog_Basic,soft_High,lead_Medium,high,manager
87,435,0,41-50,Master's,ml_None,prog_Basic,soft_Medium,lead_Low,high,manager
87,435,1,31-40,PhD,ml_Advanced,prog_Advanced,soft_High,lead_Low,high,manager
88,436,0,51-60,Master's,ml_None,prog_None,soft_High,lead_Medium,high,manager
88,436,1,51-60,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_Medium,high,manager
88,437,0,31-40,Bachelor's,ml_None,prog_None,soft_Medium,lead_High,high,manager
88,437,1,51-60,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,high,manager
88,438,0,51-60,Master's,ml_None,prog_Intermediate,soft_Low,lead_Medium,high,manager
88,438,1,41-50,Master's,ml_None,prog_Basic,soft_High,lead_Medium,high,manager
88,439,0,21-30,Bachelor's,ml_None,prog_None,soft_Medium,lead_High,high,manager
88,439,1,21-30,Bachelor's,ml_None,prog_Intermediate,soft_High,lead_Medium,high,manager
88,440,0,41-50,Bachelor's,ml_Basic,prog_Intermediate,soft_High,lead_Low,high,manager
88,440,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_High,high,manager
89,441,1,21-30,Bachelor's,ml_Basic,prog_Advanced,soft_Low,lead_High,low,manager
89,441,0,21-30,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_Low,low,manager
89,442,0,51-60,PhD,ml_None,prog_Intermediate,soft_Low,lead_High,low,manager
89,442,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_Medium,low,manager
89,443,1,31-40,Master's,ml_Basic,prog_Intermediate,soft_High,lead_Medium,low,manager
89,443,0,41-50,PhD,ml_Basic,prog_Advanced,soft_Medium,lead_High,low,manager
89,444,0,51-60,PhD,ml_None,prog_Intermediate,soft_High,lead_Low,low,manager
89,444,1,31-40,PhD,ml_Intermediate,prog_Advanced,soft_Low,lead_Medium,low,manager
89,445,1,31-40,Bachelor's,ml_Basic,prog_Intermediate,soft_Low,lead_High,low,manager
89,445,0,41-50,PhD,ml_None,prog_None,soft_High,lead_Low,low,manager
90,446,1,41-50,PhD,ml_Intermediate,prog_Intermediate,soft_Medium,lead_Low,low,analyst
90,446,0,51-60,Master's,ml_None,prog_Intermediate,soft_Low,lead_High,low,analyst
90,447,0,21-30,PhD,ml_None,prog_Intermediate,soft_High,lead_Low,low,analyst
90,447,1,21-30,Master's,ml_Intermediate,prog_Intermediate,soft_High,lead_Medium,low,analyst
90,448,0,31-40,Master's,ml_Intermediate,prog_Advanced,soft_Medium,lead_High,low,analyst
90,448,1,41-50,Bachelor's,ml_None,prog_Advanced,soft_High,lead_High,low,analyst
90,449,0,31-40,PhD,ml_Basic,prog_Advanced,soft_Low,lead_High,low,analyst
90,449,1,41-50,Bachelor's,ml_Advanced,prog_Advanced,soft_High,lead_Low,low,analyst
90,450,0,31-40,PhD,ml_Basic,prog_Advanced,soft_Low,lead_Medium,low,analyst
90,450,1,51-60,Master's,ml_None,prog_None,soft_Medium,lead_Low,low,analyst
91,451,1,31-40,Master's,ml_Basic,prog_Basic,soft_Low,lead_Medium,low,manager
91,451,0,31-40,Bachelor's,ml_None,prog_None,soft_Low,lead_High,low,manager
91,452,0,41-50,PhD,ml_None,prog_Intermediate,soft_Medium,lead_Medium,low,manager
91,452,1,31-40,PhD,ml_Advanced,prog_Advanced,soft_Medium,lead_Low,low,manager
91,453,1,41-50,Master's,ml_Intermediate,prog_Intermediate,soft_Medium,lead_High,low,manager
91,453,0,51-60,Master's,ml_None,prog_None,soft_Medium,lead_Medium,low,manager
91,454,0,21-30,PhD,ml_Intermediate,prog_Intermediate,soft_Low,lead_Low,low,manager
91,454,1,31-40,Master's,ml_Basic,prog_Basic,soft_High,lead_High,low,manager
91,455,0,51-60,Bachelor's,ml_Basic,prog_Basic,soft_Medium,lead_Medium,low,manager
91,455,1,31-40,PhD,ml_Basic,prog_Basic,soft_Low,lead_Medium,low,manager
92,456,1,31-40,Master's,ml_Advanced,prog_Advanced,soft_Medium,lead_Medium,high,analyst
92,456,0,41-50,PhD,ml_Basic,prog_Intermediate,soft_Medium,lead_High,high,analyst
92,457,1,51-60,PhD,ml_Basic,prog_Basic,soft_High,lead_Medium,high,analyst
92,457,0,21-30,Master's,ml_None,prog_None,soft_High,lead_Low,high,analyst
92,458,1,31-40,Bachelor's,ml_None,prog_Intermediate,soft_High,lead_Low,high,analyst
92,458,0,21-30,Bachelor's,ml_None,prog_None,soft_Low,lead_Low,high,analyst
92,459,0,21-30,PhD,ml_Basic,prog_Basic,soft_Low,lead_High,high,analyst
92,459,1,21-30,PhD,ml_Basic,prog_Intermediate,soft_High,lead_High,high,analyst
92,460,0,41-50,Master's,ml_Basic,prog_Basic,soft_High,lead_High,high,analyst
92,460,1,41-50,Master's,ml_Intermediate,prog_Advanced,soft_Low,lead_Low,high,analyst
93,461,1,41-50,PhD,ml_Basic,prog_Basic,soft_Low,lead_High,low,manager
93,461,0,41-50,Bachelor's,ml_Intermediate,prog_Advanced,soft_Low,lead_High,low,manager
93,462,1,41-50,PhD,ml_None,prog_None,soft_Medium,lead_Medium,low,manager
