"","PROLIFIC_PID","task_number","profile","chosen","age","educ","ml","prog","soft","lead","task_id","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","check_1","check_2","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num","condition"
"810","67df2bdbac90d0f3b557160e",5,"B",1,38,"PhD","Basic","Advanced","High","Medium","67df2bdbac90d0f3b557160e_5","100","True","45796.752727037","47.6144","-122.3447","Yes","25-34","Male","Yes, regularly","vice president","Bachelor's Degree","HEALTH","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","The company has limited or no use of AI.","Slightly","low","manager",8.16666666666667,"pass","APPROVED","Business strategy, Research/development, People management, Marketing/sales/advertising, Operations/production, Accounts/finance, Hiring, Customer/client, Supply chain/logistics","28","Male","White","United States","United States","English",8.8,"US","28","Low AI + Manager"
"811","67e05b1616251e5c451e61a4",5,"B",0,57,"Bachelor's","Intermediate","Advanced","Medium","Medium","67e05b1616251e5c451e61a4_5","100","True","45796.7748948264","40.7126","-74.0066","Yes","45-54","Female","Yes, regularly","Manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I have heard of AI tools, but do not use them","Advanced","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","The company relies heavily on AI.","Moderately","low","manager",3.05,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","51","Male","Black","United States","United States","English",3.31666666666667,"US","51","Low AI + Manager"
"812","67e72ad4c95959cb3f03cae5",5,"B",0,26,"Master's","Intermediate","Intermediate","Medium","Medium","67e72ad4c95959cb3f03cae5_5","100","True","45796.7627792245","34.9458","-81.9334","Yes","45-54","Male","Occasionally","Director","Bachelor's Degree","construction","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","The company has limited or no use of AI.","Slightly","low","manager",5.86666666666667,"pass","APPROVED","Supply chain/logistics, Research/development, People management, Operations/production, Marketing/sales/advertising, Hiring, Customer/client, Accounts/finance, Business strategy","46","Male","White","United States","United States","English",6.16666666666667,"US","46","Low AI + Manager"
"813","67e73cbaf224e6f2c2da855f",5,"B",1,41,"Master's","Basic","Advanced","Medium","High","67e73cbaf224e6f2c2da855f_5","100","True","45796.7783430903","35.0737","-78.8883","Yes","35-44","Female","Yes, regularly","Manager","Master's Degree","Manufacturing","Very comfortable","I use AI tools frequently","Intermediate","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","The company has limited or no use of AI.","Slightly","low","manager",11.3,"pass","APPROVED","Accounts/finance, Customer/client, Marketing/sales/advertising, Hiring, Operations/production, People management, Research/development, Supply chain/logistics","41","Female","White","United States","United States","English",12.0666666666667,"US","41","Low AI + Manager"
"814","67e8aa454848956e5e32c19d",5,"B",0,30,"PhD","None","Advanced","High","Low","67e8aa454848956e5e32c19d_5","100","True","45796.7588986806","35.8964","-78.7115","Yes","45-54","Male","Yes, regularly","VP Sales & Business Development","Bachelor's Degree","Marketing,Entertainment and Media,Customer Service,Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Disagree","Agree","Disagree","Agree","Strongly agree","Strongly agree","The company has limited or no use of AI.","Not at all","low","manager",15.9833333333333,"pass","APPROVED","Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","50","Male","White","United States","United States","English",16.1,"US","50","Low AI + Manager"
"815","67e9ba0890bed4aa0144432b",5,"B",1,37,"PhD","Basic","Intermediate","High","High","67e9ba0890bed4aa0144432b_5","100","True","45796.7662829167","39.0814","-77.6443","Yes","25-34","Female","Occasionally","Assistant Nurse Manager","Master's Degree","Customer Service","Somewhat comfortable","I use AI tools frequently","Intermediate","Disagree","Strongly agree","Agree","Agree","Agree","Disagree","Strongly agree","The company has limited or no use of AI.","Slightly","low","manager",14.4666666666667,"pass","APPROVED","Hiring, Operations/production","29","Female","Black","United States","United States","English",14.7333333333333,"US","29","Low AI + Manager"
"816","67eb548edf5b7e5b3ba1d350",5,"B",1,52,"Master's","Basic","Intermediate","Medium","Low","67eb548edf5b7e5b3ba1d350_5","100","True","45796.8024846065","40.7503","-74.0014","Yes","35-44","Female","Yes, regularly","Manager","Master's Degree","Manufacturing","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Agree","Agree","Disagree","Disagree","Strongly disagree","The company has limited or no use of AI.","Significantly","low","manager",8.21666666666667,"pass","APPROVED","Hiring, Marketing/sales/advertising","36","Female","White","United States","United States","English",8.61666666666667,"US","36","Low AI + Manager"
"817","67f27bc668f1f2ffcb12f2f4",5,"B",1,50,"PhD","Intermediate","Intermediate","High","High","67f27bc668f1f2ffcb12f2f4_5","100","True","45796.7512865741","35.9819","-84.0019","Yes","65 or older","Male","Yes, regularly","Manager","Master's Degree","Healthcare","Very comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","The company relies heavily on AI.","Moderately","low","manager",6.16666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","67","Male","Black","United States","United States","English",6.55,"US","67","Low AI + Manager"
"818","67f29249f806e5d43bd01798",5,"B",1,49,"Bachelor's","Basic","Intermediate","Medium","High","67f29249f806e5d43bd01798_5","100","True","45796.8088949537","29.7438","-95.4422","Yes","35-44","Male","Yes, regularly","Manager","Master's Degree","Education","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","The company has limited or no use of AI.","Slightly","low","manager",9.43333333333333,"pass","APPROVED","Hiring, People management, Other","41","Male","White","United States","United States","English",9.66666666666667,"US","41","Low AI + Manager"
"819","67f2a88a874ffbefd55213cf",5,"B",0,45,"Master's","Intermediate","Advanced","Low","Low","67f2a88a874ffbefd55213cf_5","100","True","45783.6619337616","39.0469","-77.4903","Yes","45-54","Male","Yes, regularly","Data Analyst","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","The company has limited or no use of AI.","Slightly","low","manager",3.86666666666667,"pass","APPROVED","Hiring, Marketing/sales/advertising, Customer/client, People management, Research/development, Supply chain/logistics, Accounts/finance, Business strategy, Operations/production","54","Male","White","United States","United States","English",6.31666666666667,"US","54","Low AI + Manager"
"820","67f2fedba25aeb3a05799a40",5,"B",1,26,"PhD","Intermediate","Advanced","High","High","67f2fedba25aeb3a05799a40_5","100","True","45796.8127843403","40.3749","-79.9717","Yes","25-34","Female","Yes, regularly","Human Resource Manager","Master's Degree","Agriculture","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","The company has limited or no use of AI.","Moderately","low","manager",12.2,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","34","Female","White","United States","United States","English",13.0166666666667,"US","34","Low AI + Manager"
"821","67f7aea3fedf6b4d54a69ab4",5,"B",1,28,"Bachelor's","Basic","Advanced","High","Low","67f7aea3fedf6b4d54a69ab4_5","100","True","45796.7504406018","48.7855","2.1964","Yes","45-54","Female","Yes, regularly","Director Of Operations","Master's Degree","Manufacturing/Supply Chain Management","Very comfortable","I use AI tools frequently","Intermediate","Agree","Neutral","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","The company has limited or no use of AI.","Not at all","low","manager",6.36666666666667,"pass","APPROVED","People management, Operations/production, Customer/client, Hiring, Business strategy","50","Female","White","France","France","German",6.55,"EU","50","Low AI + Manager"
"822","680d493dc14cd65450536c38",5,"B",1,54,"Master's","Intermediate","Advanced","High","Medium","680d493dc14cd65450536c38_5","100","True","45796.753602662","40.7872","-74.3225","Yes","25-34","Female","Yes, regularly","Assistant Manager","Bachelor's Degree","Arts and Humanities","Very comfortable","I use AI tools frequently","Intermediate","Agree","Neutral","Agree","Agree","Agree","Disagree","Strongly agree","The company has limited or no use of AI.","Moderately","low","manager",10.55,"pass","APPROVED","Operations/production, People management, Hiring, Business strategy","21","Female","Mixed","United States","United States","English",10.85,"US","21","Low AI + Manager"
"823","680e8e02ac5318446d1d6fb5",5,"B",0,48,"Master's","Intermediate","Advanced","Low","High","680e8e02ac5318446d1d6fb5_5","100","True","45796.7586455093","42.9074","-78.8197","Yes","54-65","Female","Yes, regularly","Supervisor","Bachelor's Degree","Government","Somewhat uncomfortable","I have never used AI tools","Beginner","Agree","Agree","Agree","Neutral","Strongly agree","Agree","Neutral","The company has limited or no use of AI.","Slightly","low","manager",3.63333333333333,"pass","APPROVED","Hiring, Operations/production, People management, Supply chain/logistics","62","Female","White","United States","United States","English",3.78333333333333,"US","62","Low AI + Manager"
"824","680efbd46f467dec59f77b68",5,"B",1,48,"PhD","None","Advanced","Medium","Medium","680efbd46f467dec59f77b68_5","100","True","45796.792104456","33.1494","-96.828","Yes","35-44","Female","Yes, regularly","HR Manager","Bachelor's Degree","Marketing","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","The company relies heavily on AI.","Slightly","low","manager",6.6,"pass","APPROVED","Marketing/sales/advertising, Operations/production, Hiring, Customer/client, Accounts/finance, People management, Research/development, Supply chain/logistics, fleet management","42","Male","White","United States","United States","English",7.4,"US","42","Low AI + Manager"
"825","68126af379b0b5fec9be4d75",5,"B",0,42,"Master's","None","Basic","High","High","68126af379b0b5fec9be4d75_5","100","True","45783.6629334491","37.751","-97.822","Yes","45-54","Female","Yes, regularly","Human Resources Manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Disagree","Neutral","Agree","Agree","Strongly agree","The company has limited or no use of AI.","Significantly","low","manager",9.3,"pass","APPROVED","Accounts/finance, Business strategy, Hiring, Marketing/sales/advertising, Operations/production, Research/development, Supply chain/logistics, Other","47","Female","Black","United States","South Africa","English",9.53333333333333,"US","47","Low AI + Manager"
"826","681b7793079454a2317afdb3",5,"B",1,59,"Master's","Basic","Intermediate","Medium","High","681b7793079454a2317afdb3_5","100","True","45796.8006222917","37.751","-97.822","Yes","25 or younger","Female","Occasionally","Junior management (Accountant)","Bachelor's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Neutral","Agree","Neutral","Agree","Disagree","Agree","Strongly agree","The company has limited or no use of AI.","Moderately","low","manager",7.15,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development","24","Female","Black","United States","United States","English",7.38333333333333,"US","24","Low AI + Manager"
"827","6821e9885487cc2a9178c261",5,"B",0,28,"Master's","Basic","Basic","Low","High","6821e9885487cc2a9178c261_5","100","True","45796.7590475231","37.751","-97.822","Yes","25-34","Male","Yes, regularly","HR Manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Neutral","Strongly agree","The company has limited or no use of AI.","Slightly","low","manager",8.11666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Hiring","26","Male","Black","United States","United States","English",9.28333333333333,"US","26","Low AI + Manager"
"828","682395d1824f881bb69552e7",5,"B",1,38,"PhD","Basic","Advanced","High","Medium","682395d1824f881bb69552e7_5","100","True","45796.7926994676","39.7503","-75.5453","Yes","25-34","Male","Yes, regularly","Senior manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Disagree","Strongly agree","Neutral","Disagree","Strongly agree","The company has limited or no use of AI.","Moderately","low","manager",16.1666666666667,"pass","APPROVED","Hiring, Operations/production, People management","33","Male","Black","United States","South Africa","English",18.75,"US","33","Low AI + Manager"
"829","68261fb786bc94b9910bd1a4",5,"B",1,37,"Bachelor's","Basic","Intermediate","Low","Medium","68261fb786bc94b9910bd1a4_5","100","True","45796.757799456","35.0737","-78.8883","Yes","25 or younger","Male","Yes, regularly","HR Manager","Bachelor's Degree","Real Estate","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Disagree","The company relies heavily on AI.","Not at all","low","manager",13.6,"pass","APPROVED","Business strategy, Accounts/finance, Customer/client, Hiring, People management","23","Male","White","United States","United States","English",14.6833333333333,"US","23","Low AI + Manager"
"830","68267949a8b08702c98e88f2",5,"B",1,30,"Bachelor's","Advanced","Advanced","Medium","High","68267949a8b08702c98e88f2_5","100","True","45796.7635196181","33.9558","-118.3893","Yes","25-34","Prefer not to say","Occasionally","Minor Manager","Master's Degree","Banking, Finance and Insurance,Marketing,E-commerce,Customer Service,Computer and Technology","Somewhat uncomfortable","I have heard of AI tools, but do not use them","Beginner","Neutral","Agree","Agree","Disagree","Neutral","Agree","Neutral","The company has limited or no use of AI.","Slightly","low","manager",12.6833333333333,"pass","APPROVED","Accounts/finance, Hiring, Operations/production, Business strategy, People management","28","Female","Black","United States","United States","English",12.95,"US","28","Low AI + Manager"
"831","58c62eac444ade00010231a9",1,"A",0,27,"Master's","None","Basic","Medium","Low","58c62eac444ade00010231a9_1","100","True","45796.7524209259","45.4722","9.1922","Yes","54-65","Male","Occasionally","IT Director / manager","Bachelor's Degree","Manufacturing","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","The company has limited or no use of AI.","Significantly","low","analyst",8.36666666666667,"pass","APPROVED","Business strategy, Research/development, Other, People management, Hiring, Accounts/finance","57","Male","White","Italy","Italy","Italian",8.46666666666667,"EU","57","Low AI + Analyst"
"832","5aeeb4903c80f200013af2ed",1,"A",1,59,"Master's","None","Intermediate","High","High","5aeeb4903c80f200013af2ed_1","100","True","45796.7475830787","39.5995","-78.8461","Yes","35-44","Male","Yes, regularly","Talent Acquisition Specialist","Master's Degree","Banking, Finance and Insurance,Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","The company relies heavily on AI.","Moderately","low","analyst",2.5,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Operations/production, People management","36","Male","White","United States","United States","English",2.58333333333333,"US","36","Low AI + Analyst"
"833","5b376f54cf5e6a00018309ef",1,"A",1,51,"Master's","Intermediate","Advanced","Medium","Medium","5b376f54cf5e6a00018309ef_1","100","True","45796.7531443403","38.2668","-5.1943","Yes","35-44","Male","Yes, regularly","owner","High School or lower","Retail","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Strongly agree","Agree","Neutral","Agree","Agree","Neutral","The company has limited or no use of AI.","Slightly","low","analyst",7.63333333333333,"pass","APPROVED","Hiring, Accounts/finance, Customer/client, Operations/production, Research/development, Business strategy, Marketing/sales/advertising, Supply chain/logistics, People management","37","Male","White","Spain","Spain","Spanish",10.0166666666667,"EU","37","Low AI + Analyst"
"834","5ba292385301b80001c71ba2",1,"A",1,59,"Master's","Intermediate","Intermediate","Medium","Medium","5ba292385301b80001c71ba2_1","100","True","45796.750336169","40.3721","-75.2927","Yes","45-54","Male","Yes, regularly","Director","Master's Degree","E-commerce","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","The company has limited or no use of AI.","Not at all","low","analyst",6.23333333333333,"pass","APPROVED","Business strategy, Customer/client, Hiring, People management, Supply chain/logistics, Other","52","Male","White","United States","United States","English",6.35,"US","52","Low AI + Analyst"
"835","5c7f489defd9e20015751167",1,"A",0,35,"PhD","Intermediate","Advanced","Low","Low","5c7f489defd9e20015751167_1","100","True","45796.7543142708","33.792","-84.2049","Yes","35-44","Male","Yes, regularly","operations manager","Bachelor's Degree","Hospitality","Somewhat comfortable","I have heard of AI tools, but do not use them","Intermediate","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","The company has limited or no use of AI.","Not at all","low","analyst",3.76666666666667,"pass","APPROVED","Accounts/finance, Customer/client, Hiring, Operations/production, People management, Supply chain/logistics","42","Male","White","United States","United States","English",3.9,"US","42","Low AI + Analyst"
"836","5d48ae562c8b78001a16088d",1,"A",1,51,"PhD","Intermediate","Advanced","Low","Low","5d48ae562c8b78001a16088d_1","100","True","45796.7498024769","53.2845","-6.3666","Yes","45-54","Female","Yes, regularly","Therapist and tutor","Master's Degree","Healthcare","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Strongly agree","Neutral","Agree","Neutral","Neutral","Strongly agree","The company has limited or no use of AI.","Not at all","low","analyst",5.75,"pass","APPROVED","Customer/client, Hiring","47","Female","White","Ireland","Ireland","English",5.93333333333333,"EU","47","Low AI + Analyst"
"837","5d7fdfd7d8e176001983ffa2",1,"A",1,28,"Bachelor's","Intermediate","Advanced","Medium","Low","5d7fdfd7d8e176001983ffa2_1","100","True","45796.7531449769","42.4327","-83.0396","Yes","35-44","Male","Yes, regularly","HR Manager","Master's Degree","Logistics/Transportation","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral","The company has limited or no use of AI.","Moderately","low","analyst",8.61666666666667,"pass","APPROVED","Operations/production, People management, Supply chain/logistics, Customer/client, Hiring","44","Male","White","United States","United States","English",8.93333333333333,"US","44","Low AI + Analyst"
"838","5dd384887c0ebc382f0a919e",1,"A",1,39,"PhD","Basic","Advanced","Medium","Medium","5dd384887c0ebc382f0a919e_1","100","True","45796.7559648843","34.1867","-118.3878","Yes","54-65","Male","Yes, regularly","Vice President","High School or lower","Retail","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","The company has limited or no use of AI.","Moderately","low","analyst",5.46666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","53","Male","White","United States","United States","English",5.6,"US","53","Low AI + Analyst"
"839","5ddd2b7887c1fdc8d0375bd6",1,"A",0,33,"Bachelor's","None","Intermediate","Low","High","5ddd2b7887c1fdc8d0375bd6_1","100","True","45796.7566968981","50.2795","19.1494","Yes","35-44","Male","Occasionally","technichal advisor","Master's Degree","Computer and Technology,Other (Please specify)","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Strongly agree","Agree","Neutral","Agree","Strongly agree","The company has limited or no use of AI.","Slightly","low","analyst",14.7,"pass","APPROVED","People management, Hiring","38","Male","White","Poland","Poland","Polish",14.85,"EU","38","Low AI + Analyst"
"840","5e27868c5cbbcc0b3599574b",1,"A",1,30,"Bachelor's","Intermediate","Advanced","High","Medium","5e27868c5cbbcc0b3599574b_1","100","True","45796.7577285764","38.8865","-77.0911","Yes","25-34","Male","Yes, regularly","Appellate attorney","PhD or higher","Law","Somewhat uncomfortable","I have heard of AI tools, but do not use them","Beginner","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","I don't recall.","Slightly","low","analyst",3.33333333333333,"pass","APPROVED","Hiring, Operations/production","34","Male","White","United States","United States","English",3.45,"US","34","Low AI + Analyst"
"841","5e3079c558a8c8073fdb1ff9",1,"A",1,39,"Master's","None","Advanced","Medium","Medium","5e3079c558a8c8073fdb1ff9_1","100","True","45796.7494362847","41.4568","-72.8245","Yes","35-44","Male","Occasionally","Warehouse supervisor","Bachelor's Degree","Material handling solutions","Somewhat comfortable","I use AI tools occasionally","Beginner","Disagree","Agree","Agree","Neutral","Disagree","Strongly agree","Agree","The company relies heavily on AI.","Moderately","low","analyst",4.3,"pass","APPROVED","Accounts/finance, Business strategy, Hiring, Operations/production, People management, Supply chain/logistics","36","Male","White","United States","United States","English",4.43333333333333,"US","36","Low AI + Analyst"
"842","5e39d872793a082024d9cf18",1,"A",0,47,"PhD","None","Basic","Low","High","5e39d872793a082024d9cf18_1","100","True","45796.7586894213","40.7668","-84.0996","Yes","35-44","Male","Yes, regularly","i am the reshipping supervisor and i am responsible for my area and hiring my team that i need","Bachelor's Degree","manufacturing","Very comfortable","I use AI tools occasionally","Intermediate","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Neutral","The company has limited or no use of AI.","Slightly","low","analyst",5.15,"pass","APPROVED","Hiring, Business strategy, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics","44","Male","White","United States","United States","English",5.25,"US","44","Low AI + Analyst"
"843","5eb7d40de586f07198f3a8c0",1,"A",1,39,"PhD","Basic","Advanced","Medium","Medium","5eb7d40de586f07198f3a8c0_1","100","True","45796.7843170833","42.2393","-8.7224","Yes","45-54","Female","Yes, regularly","Socia de Pyme","Bachelor's Degree","Retail","Very comfortable","I have heard of AI tools, but do not use them","Beginner","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Strongly agree","The company has limited or no use of AI.","Significantly","low","analyst",7.45,"pass","APPROVED","Accounts/finance, Business strategy, People management, Other, Marketing/sales/advertising, Hiring, Customer/client, Research/development","51","Female","White","Spain","Spain","Spanish",7.66666666666667,"EU","51","Low AI + Analyst"
"844","5ef8b0e085fd3460fc8648bf",1,"A",1,45,"PhD","None","Intermediate","Medium","High","5ef8b0e085fd3460fc8648bf_1","100","True","45796.7538143982","33.9343","-84.6076","Yes","45-54","Male","Yes, regularly","VP, Client Services","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools occasionally","Intermediate","Disagree","Neutral","Agree","Disagree","Agree","Agree","Neutral","The company has limited or no use of AI.","Slightly","low","analyst",4.63333333333333,"pass","APPROVED","Customer/client, Hiring, People management, Operations/production","46","Male","White","United States","United States","English",4.73333333333333,"US","46","Low AI + Analyst"
"845","5f142e7b44b6a447527db867",1,"A",1,39,"Bachelor's","None","Advanced","High","Low","5f142e7b44b6a447527db867_1","100","True","45796.7504346181","51.8087","19.4865","Yes","25-34","Male","Yes, regularly","CEO","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Strongly agree","Agree","Disagree","Agree","Strongly agree","Neutral","The company has limited or no use of AI.","Slightly","low","analyst",5.85,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","34","Male","White","Poland","Poland","Polish",5.93333333333333,"EU","34","Low AI + Analyst"
"846","5f247ac02b2b8805b6cce266",1,"A",1,28,"PhD","Intermediate","Advanced","High","Medium","5f247ac02b2b8805b6cce266_1","100","True","45796.752940544","48.767","9.1827","Yes","35-44","Male","Occasionally","Talent Acquisition Support","Master's Degree","Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Advanced","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","The company has limited or no use of AI.","Moderately","low","analyst",4.86666666666667,"pass","APPROVED","Hiring, Operations/production, Research/development, People management","41","Male","Asian","Germany","India","English",4.96666666666667,"EU","41","Low AI + Analyst"
"847","5f732dc2e3307c069b83df39",1,"A",1,26,"Bachelor's","Basic","Advanced","Medium","High","5f732dc2e3307c069b83df39_1","100","True","45796.7650322454","59.4381","24.7369","Yes","25-34","Male","Yes, regularly","Manager","Master's Degree","Energy,Other (Please specify)","Very comfortable","I use AI tools frequently","Advanced","Disagree","Disagree","Neutral","Disagree","Agree","Disagree","Strongly agree","The company has limited or no use of AI.","Moderately","low","analyst",14.2333333333333,"pass","APPROVED","Operations/production, People management, Supply chain/logistics, Research/development, Hiring, Customer/client, Accounts/finance","33","Male","White","Estonia","Estonia","Estonian",14.35,"EU","33","Low AI + Analyst"
"848","5fec766c29db95df312829ea",1,"A",0,37,"Bachelor's","Advanced","Advanced","Low","Low","5fec766c29db95df312829ea_1","100","True","45796.7645234375","44.4847","11.328","Yes","35-44","Male","Yes, regularly","Creative Director","Bachelor's Degree","Entertainment and Media","Very comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Neutral","Neutral","Strongly agree","Neutral","Neutral","The company has limited or no use of AI.","Moderately","low","analyst",19.1333333333333,"pass","APPROVED","Marketing/sales/advertising, People management, Hiring","40","Male","White","Italy","Italy","Italian",19.2833333333333,"EU","40","Low AI + Analyst"
"849","60085c96f16b701cbdced9a4",1,"A",0,25,"Master's","None","Intermediate","Medium","Medium","60085c96f16b701cbdced9a4_1","100","True","45796.7635006019","47.6137","-122.3104","Yes","35-44","Female","Yes, regularly","manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Strongly agree","Agree","Neutral","Neutral","Disagree","The company relies heavily on AI.","Moderately","low","analyst",2.71666666666667,"pass","APPROVED","Business strategy, Hiring, People management, Research/development","37","Female","White","United States","United States","English",3.53333333333333,"US","37","Low AI + Analyst"
"850","60113374795b0d000a98b896",1,"A",1,51,"Bachelor's","Advanced","Advanced","Medium","Medium","60113374795b0d000a98b896_1","100","True","45796.8007587384","52.1922","20.8846","Yes","35-44","Male","Occasionally","Technical manager","Master's Degree","Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","The company has limited or no use of AI.","Moderately","low","analyst",4.75,"pass","APPROVED","People management, Customer/client, Accounts/finance, Operations/production, Hiring","38","Male","White","Poland","Poland","Polish",4.86666666666667,"EU","38","Low AI + Analyst"
"851","604b169fe4b7991ec08da3a6",1,"A",1,37,"PhD","Intermediate","Advanced","Low","Medium","604b169fe4b7991ec08da3a6_1","100","True","45783.6785009143","48.1428","11.5801","Yes","25-34","Male","Occasionally","team manager","Master's Degree","Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","The company has limited or no use of AI.","Slightly","low","analyst",4.01666666666667,"pass","APPROVED","Hiring, Research/development","34","Male","White","Germany","Germany","German",12.8333333333333,"EU","34","Low AI + Analyst"
"852","60547b4561f591f963b10ca7",1,"A",0,31,"Bachelor's","None","None","Low","Medium","60547b4561f591f963b10ca7_1","100","True","45796.7482968403","52.3119","17.0185","Yes","25-34","Female","Yes, regularly","Talent Acquisition Specialist","Master's Degree","Entertainment and Media","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Neutral","Agree","Agree","Agree","The company has limited or no use of AI.","Not at all","low","analyst",4.05,"pass","APPROVED","Marketing/sales/advertising, Hiring, Other","33","Female","White","Poland","Poland","Polish",4.16666666666667,"EU","33","Low AI + Analyst"
"853","606a3cf263a18869ac8ee0ed",1,"A",0,40,"Bachelor's","Basic","Basic","Low","Low","606a3cf263a18869ac8ee0ed_1","100","True","45796.8007693866","27.9906","-82.7455","Yes","54-65","Female","Yes, regularly","Senior data consultant/manager","Bachelor's Degree","Marketing,Customer Service,Other (Please specify)","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","The company has limited or no use of AI.","Not at all","low","analyst",8.06666666666667,"pass","APPROVED","Customer/client, Hiring, Marketing/sales/advertising, People management, Research/development","59","Female","White","United States","United States","English",8.18333333333333,"US","59","Low AI + Analyst"
