"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"224","100","True","45796.7542170023","34.7784","-96.6752","Yes","25-34","Female","Yes, regularly","Higher Management","PhD or higher","Health Care and Social Assistance","Very comfortable","I use AI tools occasionally","Intermediate","Disagree","Strongly agree","Neutral","Neutral","Disagree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate B","Candidate A","Candidate A","678847a19e02bbe5929d915d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31|Bachelor's|None|Advanced|Low|High","54|Bachelor's|None|Intermediate|Low|Medium","36|PhD|None|Advanced|Low|Low","39|Master's|Intermediate|Advanced|High|Medium","52|Master's|Basic|Intermediate|Low|Low","35|Bachelor's|None|None|Low|Medium","54|Bachelor's|Advanced|Advanced|Low|Medium","47|PhD|None|Basic|Medium|High","39|PhD|Intermediate|Intermediate|Low|Low","34|Master's|None|None|Low|Medium","high","analyst",10.7333333333333,"pass","APPROVED","Hiring, Accounts/finance, Marketing/sales/advertising, Operations/production, People management, Supply chain/logistics, Research/development","33","Female","White","United States","United States","English",11.0166666666667,"US","33"
"225","100","True","45796.7545393981","37.751","-97.822","Yes","25-34","Female","Yes, regularly","Manager","Bachelor's Degree","Marketing,Customer Service,Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67885bb7cce8f019e14d206a","36|PhD|Advanced|Advanced|Medium|Low","56|Bachelor's|Basic|Basic|High|Medium","49|Master's|Intermediate|Advanced|High|Medium","44|PhD|None|Basic|High|Low","48|Master's|Basic|Advanced|High|High","30|PhD|Advanced|Advanced|Low|High","52|Bachelor's|Intermediate|Advanced|High|Medium","31|Master's|None|Intermediate|Medium|Medium","49|Master's|Basic|Intermediate|Medium|High","47|PhD|Basic|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",9.95,"pass","APPROVED","Accounts/finance, Hiring, People management, Research/development","30","Female","White","United States","United States","English",10.25,"US","30"
"226","100","True","45796.7630116204","52.4746","13.4164","Yes","45-54","Female","Occasionally","Hiring Manager","PhD or higher","Entertainment and Media","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Strongly agree","Agree","Agree","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"I don't recall.","Not at all",NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate A",NA,NA,NA,NA,NA,"678a803e6e74bed06bc29db2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49|PhD|Intermediate|Advanced|Low|High","31|PhD|Basic|Intermediate|Low|High","40|PhD|None|Advanced|Low|Low","27|PhD|None|Advanced|High|Low","45|Master's|None|Advanced|High|Medium","57|Master's|None|Basic|Medium|Low","46|PhD|Intermediate|Advanced|Medium|Low","37|Master's|None|Advanced|High|High","50|PhD|Intermediate|Intermediate|High|Low","45|PhD|Advanced|Advanced|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",4.48333333333333,"pass","APPROVED","People management, Hiring","47","Female","White","Germany","Germany","German",4.58333333333333,"EU","47"
"227","100","True","45796.7525961574","38.9741","-77.037","Yes","45-54","Male","Yes, regularly","Project Manager","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate B","Candidate B",NA,NA,NA,NA,NA,"678ff81c8c6b56f93355e0bb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54|Bachelor's|None|None|Low|High","58|PhD|Basic|Basic|Medium|Medium","26|Bachelor's|Basic|Basic|High|High","57|PhD|None|Intermediate|Medium|Medium","35|Bachelor's|Basic|Basic|Low|Medium","57|Master's|Basic|Intermediate|Medium|Low","27|Master's|Basic|Basic|Medium|Medium","48|PhD|Intermediate|Intermediate|Medium|High","36|Master's|None|Intermediate|Medium|Low","33|Bachelor's|Intermediate|Intermediate|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",4.91666666666667,"pass","APPROVED","Customer/client, Business strategy, Hiring, Operations/production, People management, Research/development, Supply chain/logistics","52","Male","White","United States","United States","English",5.01666666666667,"US","52"
"228","100","True","45796.7687345255","39.0469","-77.4903","Yes","25-34","Female","Yes, regularly","ceo","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate A","Candidate A","679329229052622525510c78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49|PhD|Intermediate|Intermediate|High|Low","33|Master's|None|Basic|Medium|Medium","44|PhD|None|Intermediate|Medium|High","28|Bachelor's|Basic|Basic|Medium|High","42|Master's|Intermediate|Advanced|Low|High","57|PhD|None|Advanced|High|High","44|Bachelor's|Advanced|Advanced|High|Medium","41|Bachelor's|Intermediate|Advanced|High|Low","33|Bachelor's|Intermediate|Advanced|Medium|High","31|Master's|None|Advanced|High|Low","high","analyst",6.01666666666667,"pass","APPROVED","Accounts/finance, Hiring, Operations/production, Research/development, People management, Marketing/sales/advertising, Customer/client, Business strategy, Supply chain/logistics","32","Female","White","United States","United States","English",7.05,"US","32"
"229","100","True","45796.749410787","29.81","-95.5608","Yes","54-65","Male","Yes, regularly","Managing Director","Master's Degree","Consulting","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Agree","Neutral","Disagree","Agree","Neutral","Disagree","Candidate A","Candidate B","Candidate A","Candidate B","Candidate B","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67a577bd526d53b904219c1d","56|PhD|None|Basic|High|Medium","28|Master's|None|Basic|Medium|High","33|PhD|Intermediate|Intermediate|Medium|Medium","53|PhD|Advanced|Advanced|Low|Medium","44|PhD|Basic|Advanced|Medium|High","34|Master's|None|Intermediate|High|High","38|Master's|None|Advanced|High|High","31|Master's|Basic|Intermediate|High|Low","47|PhD|Intermediate|Intermediate|High|Medium","50|Bachelor's|Advanced|Advanced|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",4.38333333333333,"pass","APPROVED","Business strategy, Accounts/finance, Marketing/sales/advertising, Operations/production, People management, Hiring, Customer/client, Research/development","63","Male","White","United States","United States","Spanish",4.5,"US","63"
"230","100","True","45783.6591400579","37.751","-97.822","Yes","25-34","Female","Yes, regularly","HR manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools frequently","Intermediate","Neutral","Disagree","Disagree","Strongly disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate A","Candidate A","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67a754a5c8614c52a939d87b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37|Bachelor's|Basic|Advanced|Low|Medium","27|Master's|None|None|Low|Medium","38|Bachelor's|None|None|High|Medium","51|Bachelor's|Advanced|Advanced|Low|Medium","55|PhD|Advanced|Advanced|Low|High","41|Master's|None|Intermediate|Medium|Medium","36|PhD|None|Intermediate|Low|Medium","39|Master's|None|Advanced|Medium|Low","52|PhD|None|Intermediate|High|Medium","50|Bachelor's|None|Basic|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.03333333333333,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring","29","Female","White","United States","United States","English",5.3,"US","29"
"231","100","True","45783.6626337037","37.751","-97.822","Yes","35-44","Female","Occasionally","Manager","Master's Degree","Customer Service","Very comfortable","I use AI tools frequently","Intermediate","Neutral","Agree","Disagree","Agree","Agree","Disagree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate A","Candidate B","67a90be1ed4a95e3c6ea5bf3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42|PhD|Intermediate|Intermediate|Low|Low","50|Master's|None|None|Low|Medium","54|PhD|Advanced|Advanced|Medium|Medium","40|Bachelor's|Basic|Advanced|Medium|High","27|PhD|None|Intermediate|High|Medium","47|Master's|Intermediate|Intermediate|Low|Medium","41|Master's|Intermediate|Advanced|Medium|High","53|Bachelor's|Basic|Basic|Medium|High","53|PhD|Basic|Advanced|Low|High","50|Master's|Advanced|Advanced|Low|High","high","analyst",6.25,"pass","APPROVED","Supply chain/logistics, Research/development, People management, Operations/production, Marketing/sales/advertising, Hiring, Customer/client, Business strategy, Accounts/finance","37","Female","White","United States","United States","English",6.63333333333333,"US","37"
"232","100","True","45796.7575795949","34.0068","-118.2562","Yes","25-34","Female","Occasionally","Senior Data Analyst","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Strongly agree","Agree","Disagree","Neutral","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Not at all","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67aa9f0cc3a6236adedac0b5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25|PhD|None|None|Low|High","48|Master's|Basic|Basic|Low|High","42|Bachelor's|Advanced|Advanced|High|High","48|PhD|None|None|Medium|High","34|PhD|Intermediate|Advanced|Low|Low","28|Bachelor's|None|Advanced|Medium|Low","36|Master's|Intermediate|Advanced|High|Medium","25|Master's|Basic|Intermediate|Low|Low","49|Bachelor's|None|Intermediate|Medium|High","56|Master's|None|Basic|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.9,"pass","APPROVED","People management, Operations/production, Research/development, Hiring","31","Female","White","United States","United States","English",7.91666666666667,"US","31"
"233","100","True","45796.7611796759","37.751","-97.822","Yes","35-44","Male","Yes, regularly","HR manager","Bachelor's Degree","manufacturing","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Agree","Agree","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate A","67ab596936b58c119548d589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33|Bachelor's|None|Basic|Medium|Medium","29|PhD|Basic|Intermediate|Low|Medium","59|Master's|None|Intermediate|Medium|Low","50|Master's|Advanced|Advanced|Medium|High","30|PhD|Intermediate|Advanced|Medium|Medium","37|Master's|Basic|Advanced|High|Low","29|PhD|None|Advanced|High|High","58|Bachelor's|None|Advanced|High|High","49|Bachelor's|None|Basic|Medium|Low","29|Master's|None|Basic|Low|Low","high","analyst",11.7833333333333,"pass","APPROVED","People management, Supply chain/logistics, Hiring, Customer/client","38","Male","Black","United States","United States","English",12,"US","38"
"234","100","True","45796.7654942014","37.751","-97.822","Yes","45-54","Male","Yes, regularly","Operations manager","Master's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67ac5f2b94b08886739a0003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|Bachelor's|Basic|Basic|Low|Medium","39|Master's|Intermediate|Advanced|Medium|Low","30|Master's|Advanced|Advanced|High|Low","38|PhD|None|Basic|Low|High","42|PhD|Basic|Basic|Medium|High","30|Bachelor's|None|Advanced|High|Low","37|Bachelor's|Basic|Advanced|Medium|High","44|Master's|Basic|Basic|High|Low","28|PhD|None|Basic|Medium|Low","43|Master's|None|None|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",17.5,"pass","APPROVED","Research/development, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management","44","Male","White","United States","United States","English",17.9166666666667,"US","44"
"235","100","True","45796.7514894444","29.4152","-98.4192","Yes","25 or younger","Female","Occasionally","Administrative Assistant","High School or lower","Government,Other (Please specify)","Somewhat comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Strongly agree","Neutral","Strongly agree","Agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67ac95764f3091a540c69b5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45|Master's|Intermediate|Intermediate|Low|Low","48|Master's|None|Basic|High|High","26|PhD|Basic|Advanced|High|Low","46|Master's|Basic|Intermediate|High|Medium","25|Master's|Basic|Basic|Medium|Low","30|Bachelor's|Basic|Intermediate|High|Low","28|Master's|Basic|Advanced|High|Medium","32|PhD|None|Intermediate|High|Medium","35|Master's|Basic|Intermediate|Medium|High","56|Bachelor's|Basic|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",4.76666666666667,"pass","APPROVED","Customer/client, Hiring, Marketing/sales/advertising","25","Female","Other","United States","United States","English",5.23333333333333,"US","25"
"236","100","True","45796.7573010185","33.3871","-84.283","Yes","25-34","Female","Yes, regularly","Director of HR","Bachelor's Degree","Healthcare","Very comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Neutral","Agree","Agree","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67acfd6eadd8bbe1ad499de8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37|PhD|Basic|Advanced|Medium|High","52|Bachelor's|None|Intermediate|Low|Medium","57|Master's|Basic|Advanced|Low|Low","41|PhD|None|Advanced|High|High","28|Bachelor's|None|None|High|Medium","50|Bachelor's|None|Intermediate|Low|High","34|Master's|None|Intermediate|High|High","47|Master's|None|Intermediate|Medium|Medium","43|Master's|Advanced|Advanced|Medium|Medium","57|Master's|None|Intermediate|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",11.2666666666667,"pass","APPROVED","Hiring, Customer/client, Operations/production, Accounts/finance, Business strategy, People management, Research/development, Supply chain/logistics","29","Female","White","United States","United States","English",11.5,"US","29"
"237","100","True","45796.7508451042","37.751","-97.822","Yes","25-34","Male","Occasionally","Finance Manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Candidate B","Candidate A","Candidate A","Candidate A","Candidate B","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67ad0fc2981df85a8b4f41e2","33|Master's|Basic|Intermediate|Low|Low","30|PhD|Intermediate|Advanced|Low|Low","57|Master's|Basic|Intermediate|High|Medium","30|Master's|Basic|Basic|Medium|Medium","39|Master's|Basic|Basic|Medium|Low","47|PhD|None|Basic|Medium|Medium","33|PhD|Intermediate|Advanced|High|Medium","36|Master's|Intermediate|Intermediate|High|Low","45|Master's|None|Intermediate|High|Low","34|PhD|Basic|Intermediate|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",4.81666666666667,"pass","APPROVED","Business strategy, Hiring, Marketing/sales/advertising, People management","31","Male","White","United States","United States","English",5.18333333333333,"US","31"
"238","100","True","45796.8139026505","37.751","-97.822","Yes","25-34","Male","Yes, regularly","Top management","Bachelor's Degree","Computer and Technology","Very uncomfortable","I use AI tools frequently","Intermediate","Agree","Agree","Agree","Strongly agree","Strongly agree","Neutral","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate A","Candidate A","Candidate A","Candidate B","67ae047c6e531fb2e70c1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25|Master's|Advanced|Advanced|High|High","53|Bachelor's|Advanced|Advanced|High|Low","26|Master's|None|Basic|Low|High","35|Bachelor's|Basic|Basic|Low|Low","30|Bachelor's|Basic|Advanced|Low|High","60|PhD|Intermediate|Intermediate|Low|Low","55|Bachelor's|Intermediate|Intermediate|Medium|Low","49|Bachelor's|None|None|Medium|Medium","36|Master's|None|Basic|High|Medium","29|PhD|Basic|Advanced|High|Low","high","analyst",8.63333333333333,"pass","APPROVED","Hiring, People management","26","Male","Black","United States","United States","English",8.9,"US","26"
"239","100","True","45796.7542505208","37.751","-97.822","Yes","65 or older","Male","Yes, regularly","human resources manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67af36786faa90b61bd4bce5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51|PhD|Basic|Intermediate|High|High","39|PhD|Basic|Advanced|Medium|Medium","47|PhD|None|Intermediate|High|High","29|Master's|Basic|Advanced|High|High","56|Master's|Advanced|Advanced|Medium|Medium","57|Master's|Advanced|Advanced|High|Low","34|Bachelor's|Advanced|Advanced|Medium|Medium","28|PhD|Basic|Advanced|Medium|Medium","44|Bachelor's|Intermediate|Intermediate|Low|Medium","50|PhD|Basic|Advanced|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",6.01666666666667,"pass","APPROVED","Hiring, People management, Operations/production, Marketing/sales/advertising","71","Male","White","United States","United States","English",6.38333333333333,"US","71"
"240","100","True","45796.7541524306","28.4998","-81.3288","Yes","45-54","Female","Yes, regularly","Manager","High School or lower","Government","Somewhat comfortable","I use AI tools occasionally","Beginner","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Candidate B","Candidate B","Candidate B","Candidate B","Candidate A","The company has limited or no use of AI.","Slightly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67bc70e12f3a9a61514e7ad6","52|Master's|None|Basic|Medium|Medium","54|Master's|Advanced|Advanced|Low|Medium","26|PhD|None|Intermediate|Low|High","60|Bachelor's|Intermediate|Intermediate|Medium|High","28|Master's|None|Basic|High|High","50|PhD|None|Basic|High|Medium","52|Master's|Intermediate|Advanced|Low|Low","26|PhD|None|Advanced|High|High","43|Bachelor's|Basic|Intermediate|High|Low","36|PhD|Basic|Basic|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",5.31666666666667,"pass","APPROVED","Business strategy, Customer/client, Hiring, Operations/production, People management, Research/development, Other","50","Female","White","United States","United States","English",6.01666666666667,"US","50"
"241","100","True","45796.7495421412","37.752","-87.1514","Yes","45-54","Male","Yes, regularly","District Director","Master's Degree","Education","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately","Candidate A","Candidate A","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67c4c8f9fa9ba2b8a265b2f4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30|Master's|Intermediate|Advanced|Medium|Medium","29|Bachelor's|Intermediate|Intermediate|Medium|High","43|PhD|Basic|Basic|Medium|High","58|Master's|None|Intermediate|Low|Low","32|Bachelor's|None|Intermediate|High|High","32|Master's|None|Basic|High|Low","48|PhD|Basic|Advanced|Low|Low","31|Bachelor's|Advanced|Advanced|Low|Medium","49|Master's|Advanced|Advanced|Low|Medium","59|Bachelor's|Basic|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",3.91666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","50","Male","White","United States","United States","English",4.7,"US","50"
"242","100","True","45796.7564018403","40.7337","-74.1941","Yes","35-44","Male","Yes, regularly","DIRECTOR","PhD or higher","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Neutral","Disagree","Strongly disagree","Disagree","Neutral","Neutral","Strongly disagree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately","Candidate A","Candidate A","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67c59931c09a2f946393dae5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52|PhD|Intermediate|Advanced|High|Low","52|PhD|None|Basic|High|High","53|Bachelor's|Advanced|Advanced|Medium|Low","43|PhD|Advanced|Advanced|Low|High","58|Bachelor's|None|Intermediate|High|Medium","55|PhD|None|Basic|Medium|High","33|Master's|Basic|Advanced|Low|High","35|PhD|Basic|Advanced|High|Medium","31|PhD|None|Basic|High|High","30|PhD|Basic|Intermediate|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",9.1,"pass","APPROVED","Operations/production, Hiring, Marketing/sales/advertising, People management","43","Male","White","United States","United States","English",12.4,"US","43"
"243","100","True","45796.7647288079","37.751","-97.822","Yes","54-65","Female","Occasionally","Line manager","Master's Degree","Hospitality","Very comfortable","I use AI tools frequently","Intermediate","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B","67c5baf2d8069270128f5896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|Bachelor's|None|None|High|Low","34|PhD|None|None|Low|High","30|Master's|Intermediate|Intermediate|High|High","48|Bachelor's|Intermediate|Advanced|Medium|Low","53|Bachelor's|Advanced|Advanced|Low|Medium","27|Master's|Basic|Intermediate|High|High","49|Master's|Basic|Basic|High|High","43|PhD|Intermediate|Advanced|Medium|Low","55|PhD|Intermediate|Intermediate|High|High","43|PhD|None|Intermediate|Low|Low","high","analyst",9.11666666666667,"pass","APPROVED","Supply chain/logistics, People management, Hiring, Customer/client","63","Female","White","United States","United States","English",9.33333333333333,"US","63"
